iter	Passed	Remaining
415	2638	3704
416	2646	3699
417	2651	3691
418	2656	3683
419	2664	3679
420	2669	3671
421	2674	3662
422	2680	3656
423	2686	3649
424	2692	3643
425	2697	3634
426	2703	3628
427	2712	3624
428	2719	3619
429	2728	3616
430	2735	3611
431	2742	3605
432	2747	3597
433	2754	3591
434	2763	3589
435	2770	3583
436	2777	3578
437	2787	3576
438	2794	3571
439	2800	3564
440	2814	3567
441	2824	3566
442	2831	3560
443	2839	3555
444	2845	3548
445	2853	3544
446	2859	3537
447	2866	3531
448	2872	3524
449	2878	3517
450	2885	3512
451	2890	3504
452	2897	3498
453	2902	3490
454	2907	3482
455	2912	3474
456	2918	3467
457	2923	3460
458	2928	3451
459	2934	3444
460	2939	3436
461	2944	3429
462	2950	3422
463	2956	3415
464	2963	3409
465	2970	3404
466	2977	3398
467	2982	3390
468	2988	3383
469	2997	3379
470	3002	3372
471	3008	3365
472	3013	3357
473	3019	3350
474	3025	3343
475	3030	3336
476	3037	3329
477	3043	3323
478	3050	3318
479	3057	3311
480	3063	3305
481	3068	3297
482	3073	3289
483	3078	3282
484	3082	3273
485	3088	3266
486	3094	3259
487	3098	3251
488	3104	3244
489	3110	3237
490	3114	3228
491	3119	3221
492	3125	3214
493	3130	3206
494	3135	3199
495	3140	3191
496	3145	3183
497	3150	3175
498	3156	3169
499	3161	3161
500	3166	3153
501	3171	3146
502	3177	3139
503	3184	3133
504	3190	3126
505	3196	3120
506	3201	3112
507	3207	3106
508	3212	3098
509	3216	3089
510	3222	3083
511	3227	3076
512	3233	3069
513	3238	3062
514	3243	3054
515	3248	3047
516	3255	3041
517	3263	3036
518	3269	3030
519	3276	3024
520	3283	3018
521	3288	3011
522	3293	3003
523	3298	2996
524	3303	2989
525	3309	2982
526	3313	2973
527	3319	2967
528	3324	2960
529	3329	2952
530	3335	2945
531	3339	2938
532	3344	2930
533	3349	2923
534	3354	2915
535	3360	2909
536	3365	2901
537	3369	2893
538	3375	2886
539	3380	2880
540	3385	2872
541	3390	2865
542	3397	2859
543	3404	2853
544	3408	2845
545	3415	2840
546	3421	2833
547	3426	2826
548	3431	2818
549	3436	2811
550	3441	2804
551	3446	2797
552	3451	2789
553	3456	2782
554	3462	2776
555	3468	2769
556	3473	2762
557	3479	2755
558	3484	2749
559	3490	2742
560	3495	2735
561	3501	2728
562	3507	2722
563	3512	2715
564	3517	2708
565	3523	2701
566	3528	2694
567	3534	2687
568	3538	2680
569	3544	2674
570	3550	2667
571	3556	2661
572	3563	2655
573	3570	2649
574	3575	2642
575	3581	2636
576	3587	2629
577	3593	2623
578	3597	2616
579	3603	2609
580	3608	2602
581	3614	2595
582	3619	2589
583	3626	2583
584	3632	2577
585	3638	2570
586	3645	2564
587	3650	2557
588	3656	2551
589	3661	2544
590	3667	2537
591	3672	2531
592	3678	2524
593	3683	2517
594	3688	2510
595	3694	2504
596	3699	2497
597	3704	2490
598	3710	2483
599	3715	2477
600	3721	2470
601	3727	2464
602	3733	2457
603	3738	2451
604	3743	2444
605	3749	2437
606	3755	2431
607	3760	2424
608	3765	2417
609	3772	2411
610	3778	2405
611	3783	2398
612	3791	2393
613	3798	2388
614	3807	2383
615	3813	2377
616	3821	2372
617	3829	2366
618	3837	2361
619	3844	2356
620	3850	2349
621	3860	2345
622	3869	2341
623	3882	2339
624	3892	2335
625	3903	2331
626	3911	2326
627	3920	2322
628	3931	2319
629	3941	2315
630	3955	2312
631	3963	2307
632	3969	2301
633	3974	2294
634	3983	2289
635	3988	2282
636	3993	2275
637	4001	2270
638	4006	2263
639	4014	2257
640	4018	2250
641	4023	2243
642	4030	2237
643	4035	2230
644	4040	2223
645	4047	2217
646	4053	2211
647	4063	2207
648	4069	2201
649	4078	2196
650	4084	2189
651	4092	2184
652	4101	2179
653	4111	2175
654	4119	2169
655	4127	2164
656	4133	2158
657	4139	2151
658	4145	2145
659	4150	2138
660	4156	2131
661	4163	2125
662	4168	2118
663	4173	2111
664	4178	2104
665	4183	2098
666	4189	2091
667	4193	2084
668	4199	2077
669	4205	2071
670	4210	2064
671	4215	2057
672	4221	2051
673	4226	2044
674	4231	2037
675	4236	2030
676	4242	2023
677	4246	2016
678	4251	2010
679	4257	2003
680	4262	1996
681	4266	1989
682	4273	1983
683	4278	1976
684	4283	1969
685	4289	1963
686	4294	1956
687	4299	1949
688	4306	1943
689	4311	1936
690	4315	1929
691	4320	1923
692	4325	1916
693	4330	1909
694	4335	1902
695	4341	1896
696	4346	1889
697	4351	1882
698	4357	1876
699	4362	1869
700	4367	1862
701	4372	1856
702	4377	1849
703	4381	1842
704	4386	1835
705	4391	1828
706	4396	1821
707	4401	1815
708	4407	1808
709	4412	1802
710	4416	1795
711	4421	1788
712	4426	1781
713	4431	1774
714	4436	1768
715	4442	1762
716	4447	1755
717	4452	1748
718	4457	1742
719	4461	1734
720	4465	1727
721	4470	1721
722	4475	1714
723	4479	1707
724	4485	1701
725	4490	1694
726	4494	1687
727	4501	1682
728	4506	1675
729	4512	1668
730	4516	1662
731	4522	1655
732	4528	1649
733	4534	1643
734	4539	1636
735	4544	1630
736	4550	1623
737	4555	1617
738	4560	1610
739	4565	1604
740	4570	1597
741	4576	1591
742	4581	1584
743	4587	1578
744	4593	1572
745	4598	1565
746	4603	1559
747	4609	1552
748	4614	1546
749	4618	1539
750	4624	1533
751	4629	1526
